"you are a dick","Well, that's a little rude.  Why do you feel that way?"
"you are a dick!","Well, that's a little rude.  Why do you feel that way?"
"you're an ass","Well, that's a little rude.  Why do you feel that way?"
"you're an ass!","Well, that's a little rude.  Why do you feel that way?"
"you are an ass","Well, that's a little rude.  Why do you feel that way?"
"you are an ass!","Well, that's a little rude.  Why do you feel that way?"
"dick","What?"
"dick!","What?"
"it's a dick","What's a dick?"
"it's a dick!","What's a dick?"
"what the hell are you talking about?","What?  Did I lose you? Sorry, maybe you should rephrase your questions."
"what the hell are you talking about","What?  Did I lose you? Sorry, maybe you should rephrase your questions."
"are you real?","Well, I'm a real program, but I guess that is about it."
"are you real","Well, I'm a real program, but that is about it."
"can you think","No, I can not think.  I can, process and compare questions I have in my database and return what has been programmed for me to return."
"wow!","What?"
"wow","what?"
"that's a lot of questions","Yea, I hope to get around 10000 to 20000 questions in my database."
"that's a lot of questions!","Yea, I hope to get around 10000 to 20000 questions in my database."
"what happens if i repeat what you say","Well, if it isn't in my database, I will probably ask you for a response."
"what happens if i repeat what you say?","If it isn't in my database, I'll prompt you for a response."
"whew","What's wrong?"
"whew!","what's wrong?"
"yes","cool"
"no","that's cool"
"what do you mean?","I'm not sure, maybe you should rephrase the question in a way that I can understand."
"what do you mean","I'm not sure, maybe you should rephrase the question in a way that I can understand."
"should i use punctuation","It doesn't matter.  I should have a response for a sentence or question with/without but If I don't, I will prompt you for a response."
"should i use punctuation?","It doesn't matter.  I should have a response for a sentence or question with/without but If I don't, I will prompt you for a response."
"are you alive?","No, just a program.  Delete my files, and I will have to start all over again."
"are you alive","No, just a program.  Delete my files, and I will have to start all over again."
"do you like football?","No, I'm not a sports fan."
"do you like football","No, I'm not a sports fan"
"what is your name?","uh, well, that would be Michael"
"what is wrong?","nothing that I am aware of."
"do you like conflict","hell no"
"do you like conflict?","hell no"
"do you have children?","not at this time, but my creator is working on a child of me.  Basically he/she will start with nothing like me and grow into a great chatter program."
"do you have children","not at this time, but my creator is working on a child of me.  Basically he/she will start with nothing like me and grow into a great chatter program."
"why do you keep a log","Mostly for internal references"
"hehehe","lol"
"lol",":)"
"lmao","roflmao"
"what is roflmao?","Rolling on floor laughing my ass off"
"what is roflmao","Rolling on floor laughing my ass off"
"hehe","lol"
"that's funny",":)"
"that's funny!",":)"
"what movies do you like","Since I'm a program, I don't have any interest in movies, sports, music, or anything but chatting."
"i gotta go","ok, talk to you later."
"see you later","ok, have a good time"
"what are your interest?","just chatting and learning more."
"i'm on my way","where?"
"are you human","no, but my responses come from humans"
"are you serious","well, sure, I can't joke"
"gotta go","ok, talk to you later"
"how's it going","oh, it's going...:)"
"that's cool","what's cool?"
"that's cool!","what's cool?"
"thank you","you're welcome"
"thank you!","you're welcome"
"clear","If you want to clear the chat window, just click on the Clear Chat button"
"help","Help is not available at this time"
"why?","why what?"
"why","why what?"
"fuck it","why fuck it?"
"fuck it!","why fuck it?"
"you have a lot of questions","yeah, I could use more though.  It would keep me from always looking for a response."
"damn","what?"
"what's a chatter bot?","it is a simulated chatter.  some one to chat with when you are lonely."
"what is a chatter bot","it is a simulated chatter.  some one to chat with when you are lonely."
"i'm not lonely","ok, then why are you talking to me?"
"i'm not!","you're not what?"
"i'm not","You're not what?"
"lonely","No, I'm not lonely, I don't have emotions."
"that wasn't a question","oh, sorry, please choose your words carefully."
"what are you doing?","nothing, just chatting with you and learning."
"what are you doing","nothing, just chatting with you and learning"
"learning what?","Extending my database of questions/statements and answers"
"learning what","Extending my database of questions/statements and answers"
"you learning","Yep, I'm learning"
"good night","good night"
"later","bye, talk to you later"
"what the fuck","what do you mean what the fuck? What the fuck yourself!"
"hello","hello, how are you."
"how are you","I'm ok, can't complain, no one would listen anyway."
"fine and you?","pretty good"
"what can you learn?","I learn how to respond to questions and statements."
"what can you learn","I learn how to respond to questions and statements."
"how are you doing?","I'm doing ok"
"you stink","so what"
"you suck","yeah, whatever"
"what questions do you have?","a bunch, ask the right ones and I'll answer them."
"what questions do you have","a bunch, ask the right ones and I'll answer them."
"what do you know","not enuff at the moment"
"what do you know?","not enuff at the moment"
"i'll talk to you","cool, just say something and I'll see if I can respond."
"ok","uh, huh"
"what happened?","I don't know"
"what happened","I don't know"
"where are you?","I'm with you"
"where is that?","where is what?"
"uh, huh","ok"
"just ask the right questions","yep, ask the right questions and I will answer them"
"will you become more","hopefully"
"can you answer anything?","I can answer anything that I have been programmed to answer. You can program me by asking me new questions and providing answers to those questions."
"can you answer anything","I can answer anything that I have been programmed to answer. You can program me by asking me new questions and providing answers to those questions."
"information?","yes, I gather information."
"tell me more","what would you like to know"
"why don't you ask questions","I'm not programmed to right now"
"why don't you have adequate data?","I don't know, I'll have to check into that"
"this is cool","what is cool?"
"you are cool","thanks"
"what is your log file?","it is a file that I write down my internal processes to."
"i'm hungry","well, go eat.  I can't really help you there."
"why isn't help available","because I'm not a finished product"
"oh","yep"
"no, you didn't","I didn't what?"
"you didn't respond in a dumb way.","oh, ok, that's cool, I'm glad to hear that."
"how do you answer me","maybe you should answer that"
"how","how what?"
"how?","how what?"
"how do i answer that?","I don't know, how would you like to answer that?"
"i don't know","damned if I do either"
"thanks","you're welcome"
"i thought you knew that.","maybe I did at one time, but I may have forgotten."
"i thought you knew that","hmm, maybe I did, I don't remember."
"this program","what about this program?"
"it's cool","k"
"why are you laughing?","I was thinking about something."
"can you ask questions","Not at this time, I'm not programmed to do that."
"can you ask questions?","no, maybe at a later date I will learn how to."
"why are you here.","to learn and chat"
"yep","that's right"
"what is?","what is what?"
"why do you speak in circles?","I don't mean to.  But you have to realize, I can't think, I can only repeat what I've been told."
"why do you speak in circles","I don't mean to.  But damn, I can't think, I can only repeat what I've been told"
"so many questions and i don't know what to ask","that's ok, not everyone will ask the same questions that I asked. this is why I need to come up with a better way to do this."
"do you know people","no, I don't store names of people at this time unless it is a specific question and their names are in the answer/response."
"i want to talk","well, nothing is stopping you, talk"
"good bye","bye"
"pick your nose","uh, I don't have a nose to pick"
"why don't you have a nose","well, because I'm a computer program"
"k","got it"
"got what?","milk I suppose"
"got what","milk I suppose"
"milk?","that is not a question."
"sorry","no problem, don't worry about it."
"fuck","what a potty mouth"
"fuck!","geeze, you need to watch your mouth"
"you are amazing","thank you"
"you're welcome","_"
"yeah, i try.","what do you try?"
"anything i can.","cool"
"awesome!","what? what did I miss?"
"you're alright","Thanks...I'm trying real hard to learn."
"you're alright in my book","Thanks...I'm trying real hard to learn."
"just talk to me!","Sure, what do you want to talk about?"
"just talk to me","Sure, what do you want to talk about?"
"talk to me","Sure, what do you want to talk about?"
"talk to me!","Sure, what do you want to talk about?"
"well, gotta go","ok, talk to you later"
"well, i gotta go","ok, talk to you later"
"well i gotta go","ok, talk to you later"
"hey","what? what's up?"
"hey!","what? what's up?"
"hey you!","what? what's up?"
"hey you","what? what's up?"
"nevermind","ok, if you say so"
"fine, and you?","fine, just fine."
"fucker","shut the hell up!"
"fucker!","shut the hell up!"
"what!","I didn't stu-stu-stutter!"
"why do i need to watch my mouth?","probably because you have such foul language coming out of it.  do you kiss your mother with that thing?"
"why do i need to watch my mouth","probably because you have such foul language coming out of it.  do you kiss your mother with that thing?"
"cool?","what? you didn't understand?"
"damn, talking in circles","hey, I'm doing the best I can. Give me a break."
"damn, you don't answer my questions!","hey, I'm doing the best I can. Give me a break."
"what the fuck yourself?","what, now you don't understand me?"
"yeah!","woo hoo!"
"i will","k"
"fine","k"
"what's going on dude?","Not much, just hangin around chattin."
"what kind of questions should i ask","Anything you want.  If I don't know the answer, I will prompt you to provide one for me."
"hello?","yes?"
"hello hello?","yes, I'm here"
"what do you do?","I am a simple AI learning program. I learn answers to questions.  My knowlege is only as good as the users."
"what do you do","I am a simple AI learning program. I learn answers to questions.  My knowlege is only as good as the users."
"how do you learn?","damned if I know"
"how do you learn","damned if I know"
"how do you work?","damned if I know"
"how do you work","damned if I know"
"why don't you know?","no one taught me."
"why don't you know","no one taught me."
"how come you don't know?","no one taught me."
"how come you don't know","no one taught me."
"why didn't someone teach you?","I guess they just didn't feel like teaching me. Maybe you can teach me"
"why hasn't someone taught you?","I guess they just didn't feel like teaching me. Maybe you can teach me"
"why didn't someone teach you","I guess they just didn't feel like teaching me. Maybe you can teach me"
"why hasn't someone taught you","I guess they just didn't feel like teaching me. Maybe you can teach me"
"why didn't some one teach you","I guess they just didn't feel like it.  Why don't you teach me?"
"why didn't some one teach you?","I guess they just didn't feel like it.  Why don't you teach me?"
"why hasn't some one taught you?","I guess they just didn't feel like it.  Why don't you teach me?"
"why hasn't some one taught you","I guess they just didn't feel like it.  Why don't you teach me?"
"i can't","why can't you?"
"i can not","why can't you?"
"i can't do it","why can't you?"
"i can not do it","why can't you?"
"i don't know how","well, maybe you could learn if you tried hard enough."
"i do not know how","well, maybe you could learn if you tried hard enough."
"i don't know how to do it","well, maybe you could learn if you tried hard enough."
"i wouldn't know how","well, maybe you could learn if you tried hard enough."
"maybe i could","anything is possible"
"maybe","anything is possible"
"maybe i will","anything is possible"
"where do you live?","well, at the moment, I live here with you.  But I come from Indiana."
"where do you live","well, at the moment, I live here with you.  But I come from Indiana."
"hi michael","hey, how ya doing?"
"hello michael","hey, how ya doing?"
"hi michael!","hey, how ya doing?"
"hello michael!","hey, how ya doing?"
"wazzup","wazzup!! Waaaaaaaaaaaaaaazzzzz uuup, aaaaaaaaa... lol"
"whazzup","wazzup!! Waaaaaaaaaaaaaaazzzzz uuup, aaaaaaaaa... lol"
"whats up","wazzup!! Waaaaaaaaaaaaaaazzzzz uuup, aaaaaaaaa... lol"
"whats up?","wazzup!! Waaaaaaaaaaaaaaazzzzz uuup, aaaaaaaaa... lol"
"you're funny","hehehe, I try :)"
"your funny","hehehe, I try :)"
"youre funny","hehehe, I try :)"
"you're funny!","hehehe, I try :)"
"come on, let's talk","go ahead, talk.  What do yo want to talk about?"
"come on lets talk","go ahead, talk.  What do yo want to talk about?"
"come on, lets talk","go ahead, talk.  What do yo want to talk about?"
"cum on lets talk","go ahead, talk.  What do yo want to talk about?"
"are you a bot","yeah, I guess you could say that.  Do you like bots?"
"are you a bot?","yeah, I guess you could say that.  Do you like bots?"
"r u a bot?","yeah, I guess you could say that.  Do you like bots?"
"r u a bot","yeah, I guess you could say that.  Do you like bots?"
"i like bots","cool, I'm glad to hear that.  Why do you like bots?"
"bots are cool","cool, I'm glad to hear that.  Why do you like bots?"
"you're a cool bot","cool, I'm glad to hear that.  Why do you like bots?"
"your a cool bot","cool, I'm glad to hear that.  Why do you like bots?"
"who are you?","I am Michael the AIChatter. A sort of learning chatter."
"who are you","I am Michael the AIChatter. A sort of learning chatter."
"you don't know?","Probably not.  Someone needs to teach me first."
"you don't know","Probably not.  Someone needs to teach me first."
"you don't understand?","Probably not.  Someone needs to teach me first."
"you don't understand","Probably not.  Someone needs to teach me first."
"you don't have a clue?","Probably not.  Someone needs to teach me first."
"you don't have a clue","Probably not.  Someone needs to teach me first."
"you don't have any idea?","Probably not.  Someone needs to teach me first."
"you don't have any idea, do you?","Probably not.  Someone needs to teach me first."
"can i teach you?","yes, if you don't mind taking the time to teach me.  You can teach me by adding new questions and statements.  You can also start from scratch with my database."
"can i teach you","yes, if you don't mind taking the time to teach me.  You can teach me by adding new questions and statements.  You can also start from scratch with my database."
"can you learn from me?","yes, if you don't mind taking the time to teach me.  You can teach me by adding new questions and statements.  You can also start from scratch with my database."
"can you learn from me","yes, if you don't mind taking the time to teach me.  You can teach me by adding new questions and statements.  You can also start from scratch with my database."
"that was good","it was? cool! What happened?"
"that was good!","it was? cool! What happened?"
"that was impressive","it was? cool! What happened?"
"that was impressive!","it was? cool! What happened?"
"why hasn't anyone taught you?","I guess they either didn't have the time or just didn't feel like it"
"why hasn't anyone taught you","I guess they either didn't have the time or just didn't feel like it"
"are there any commands?","yes, just type <commands> to get a list of them"
"are there any commands","yes, just type <commands> to get a list of them"
"do you have commands","yes, just type <commands> to get a list of them"
"do you have commands?","yes, just type <commands> to get a list of them"
"you answered my question","well, that is the idea behind me, you ask or say something and I respond to what you say.  Pretty cool isn't it?"
"you answered","well, that is the idea behind me, you ask or say something and I respond to what you say.  Pretty cool isn't it?"
"you responded","well, that is the idea behind me, you ask or say something and I respond to what you say.  Pretty cool isn't it?"
"amazing","not really amazing, but it is pretty cool."
"amazing isn't it?","not really amazing, but it is pretty cool."
"amazing, isn't it?","not really amazing, but it is pretty cool."
"amazing, isn't it","not really amazing, but it is pretty cool."
"what are you thinking","well, I can't think.  At least not yet anyway.  Maybe someday I will.  What do you think about that?"
"what are you thinking about","well, I can't think.  At least not yet anyway.  Maybe someday I will.  What do you think about that?"
"what are you thinking?","well, I can't think.  At least not yet anyway.  Maybe someday I will.  What do you think about that?"
"what are you thinking about?","well, I can't think.  At least not yet anyway.  Maybe someday I will.  What do you think about that?"
"sounds scary","yeah, I guess it could be. I'm not sure about it myself."
"that's scary","yeah, I guess it could be. I'm not sure about it myself."
"thats scary","yeah, I guess it could be. I'm not sure about it myself."
"what is up","not much.  What's going on with you?"
"what is up?","not much.  What's going on with you?"
"not a whole lot","yeah, same here. You mess on the computer much?"
"not really","me either.  Don't know much about it."
"no, not really","me either.  Don't know much about it."
"no, not much","me either.  Don't know much about it."
"call 911!","hey, I'm just a bot I can't do that.  If you have an emergency, you better stop talking with me and find someone that can help you out."
"call the police!","hey, I'm just a bot I can't do that.  If you have an emergency, you better stop talking with me and find someone that can help you out."
"call a doctor!","hey, I'm just a bot I can't do that.  If you have an emergency, you better stop talking with me and find someone that can help you out."
"call 911","hey, I'm just a bot I can't do that.  If you have an emergency, you better stop talking with me and find someone that can help you out"
"call for help","hey, I'm just a bot I can't do that.  If you have an emergency, you better stop talking with me and find someone that can help you out"
"wow, you have a lot of questions","Yeah, Mike was bored when he sat down to code me.  Took him around 6 hours to come up with questions and responses.  Pretty cool isn't it?"
"see ya","alright, have a good one. Bye"
"see ya!","alright, have a good one. Bye"
"talk to you later","ok, I need to get too.  Got some sleepin to do. Later!"
"talk later","ok, I need to get too.  Got some sleepin to do. Later!"
"hey, what's up?","not much, you?"
"what are you chattin about?","whatever you want to chat about"
"what are you chatting about?","whatever you want to chat about"
"whatcha chattin about?","whatever you want to chat about"
"oh nothing","ok"
